,Approval Date,Company Token,Submission,Active Ingredients,Submission Classification *,Submission Status
412,07/31/2019,['genzyme'],suppl-5172,alemtuzumab,,approval
413,07/31/2019,['genzyme'],suppl-5172,alemtuzumab,,approval
414,07/31/2019,"['eli', 'lilly']",suppl-33,ramucirumab,,approval
415,07/31/2019,['bayer'],suppl-10,regorafenib,labeling,approval
416,07/31/2019,['watson'],orig-1,colchicine,,approval
417,07/31/2019,['genentech'],suppl-2,pirfenidone,labeling,approval
0,08/01/2019,['hospira'],suppl-42,heparin sodium,labeling,approval
1,08/01/2019,['hospira'],suppl-42,heparin sodium,labeling,approval
2,08/01/2019,['bausch'],suppl-25,dihydroergotamine mesylate,labeling,approval
3,08/01/2019,['bayer'],suppl-47,iopromide,labeling,approval
4,08/01/2019,['bayer'],suppl-47,iopromide,labeling,approval
5,08/01/2019,['bayer'],suppl-47,iopromide,labeling,approval
6,08/01/2019,['bayer'],suppl-47,iopromide,labeling,approval
7,08/01/2019,['bayer'],suppl-47,iopromide,labeling,approval
8,08/01/2019,['bayer'],suppl-30,iopromide,labeling,approval
9,08/01/2019,['sandoz'],suppl-17,filgrastim-sndz,,approval
10,08/01/2019,['baxter'],suppl-3,clindamycin phosphate,labeling,approval
11,08/01/2019,['reddys'],orig-1,tolcapone,,approval
12,08/01/2019,['bayshore'],orig-1,pindolol,,approval
13,08/01/2019,['micro'],orig-1,methenamine hippurate,,approval
14,08/02/2019,['roche'],suppl-71,oseltamivir phosphate,efficacy,approval
15,08/02/2019,['roche'],suppl-54,oseltamivir phosphate,efficacy,approval
16,08/02/2019,['novartis'],suppl-12,nelarabine,manufacturing (cmc),approval
17,08/02/2019,['pfizer'],suppl-15,idarubicin hydrochloride,labeling,approval
18,08/02/2019,['pfizer'],suppl-25,idarubicin hydrochloride,labeling,approval
19,08/02/2019,['reddys'],suppl-20,clopidogrel bisulfate,labeling,approval
20,08/02/2019,['reddys'],suppl-21,clopidogrel bisulfate,labeling,approval
21,08/02/2019,['reddys'],suppl-23,clopidogrel bisulfate,labeling,approval
22,08/02/2019,['reddys'],suppl-24,clopidogrel bisulfate,labeling,approval
23,08/02/2019,['reddys'],suppl-25,clopidogrel bisulfate,labeling,approval
24,08/02/2019,['sun'],suppl-9,clopidogrel bisulfate,labeling,approval
25,08/02/2019,['sun'],suppl-11,clopidogrel bisulfate,labeling,approval
26,08/02/2019,['sun'],suppl-12,clopidogrel bisulfate,labeling,approval
27,08/02/2019,['sun'],suppl-15,clopidogrel bisulfate,labeling,approval
28,08/02/2019,['sun'],suppl-16,clopidogrel bisulfate,labeling,approval
29,08/02/2019,['hengrui'],suppl-3,caspofungin acetate,labeling,approval
30,08/02/2019,['apotex'],orig-1,itraconazole,,approval
31,08/02/2019,['gland'],orig-1,olopatadine hydrochloride,,approval
32,08/02/2019,['gilead'],suppl-6,bictegravir sodium; emtricitabine; tenofovir alafenamide fumarate,labeling,approval
33,08/02/2019,['reddys'],orig-1,succinylcholine chloride,,approval
34,08/02/2019,"['daiichi', 'sankyo']",orig-1,pexidartinib hydrochloride,type 1 - new molecular entity,approval
35,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
36,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
37,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
38,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
39,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
40,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
41,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
42,08/05/2019,['baxter'],suppl-106,mannitol,labeling,approval
43,08/05/2019,['baxter'],suppl-149,dextrose,labeling,approval
44,08/05/2019,['baxter'],suppl-121,dextrose,labeling,approval
45,08/05/2019,['baxter'],suppl-75,magnesium chloride; potassium chloride; sodium acetate; sodium chloride; sodium gluconate,labeling,approval
46,08/05/2019,['baxter'],suppl-75,magnesium chloride; potassium chloride; sodium acetate; sodium chloride; sodium gluconate,labeling,approval
47,08/05/2019,['baxter'],suppl-21,dextrose,labeling,approval
48,08/05/2019,['baxter'],suppl-21,dextrose,labeling,approval
49,08/05/2019,['baxter'],suppl-21,dextrose,labeling,approval
50,08/05/2019,['baxter'],suppl-12,dextrose,labeling,approval
51,08/05/2019,['baxter'],suppl-56,dextrose,labeling,approval
52,08/05/2019,['novartis'],suppl-21,artemether; lumefantrine,labeling,approval
53,08/05/2019,['sandoz'],suppl-8,hydrochlorothiazide; irbesartan,labeling,approval
54,08/05/2019,['sandoz'],suppl-9,hydrochlorothiazide; irbesartan,labeling,approval
55,08/05/2019,['sandoz'],suppl-10,hydrochlorothiazide; irbesartan,labeling,approval
56,08/05/2019,['amneal'],suppl-9,spironolactone,labeling,approval
57,08/05/2019,"['biogen', 'idec']",suppl-966,natalizumab,,approval
58,08/05/2019,['accord'],suppl-2,spironolactone,labeling,approval
59,08/05/2019,['rising'],suppl-2,zileuton,labeling,approval
60,08/05/2019,['eywa'],orig-1,valproic acid,,approval
61,08/05/2019,['novast'],orig-1,vinorelbine tartrate,,approval
62,08/05/2019,['granules'],orig-1,amphetamine sulfate,,approval
63,08/06/2019,['unichem'],orig-1,chlorthalidone,,approval
64,08/07/2019,"['j', 'j']",suppl-34,loperamide hydrochloride,labeling,approval
65,08/07/2019,"['j', 'j']",suppl-40,cetirizine hydrochloride,labeling,approval
66,08/07/2019,"['j', 'j']",suppl-40,cetirizine hydrochloride,labeling,approval
67,08/07/2019,['bayer'],suppl-68,naproxen sodium,labeling,approval
68,08/07/2019,['otsuka'],suppl-43,aripiprazole,labeling,approval
69,08/07/2019,['gilead'],suppl-34,ranolazine,labeling,approval
70,08/07/2019,['otsuka'],suppl-34,aripiprazole,labeling,approval
71,08/07/2019,['otsuka'],suppl-26,aripiprazole,labeling,approval
72,08/07/2019,"['novo', 'nordisk']",suppl-17,insulin aspart protamine recombinant; insulin aspart recombinant,,approval
73,08/07/2019,['otsuka'],suppl-28,aripiprazole,labeling,approval
74,08/07/2019,['taro'],suppl-15,enalapril maleate,labeling,approval
75,08/07/2019,['taro'],suppl-17,enalapril maleate,labeling,approval
76,08/07/2019,['aurobindo'],suppl-38,simvastatin,labeling,approval
77,08/07/2019,['zydus'],suppl-38,simvastatin,labeling,approval
78,08/07/2019,['zydus'],suppl-39,simvastatin,labeling,approval
79,08/07/2019,['unichem'],suppl-17,bisoprolol fumarate,labeling,approval
80,08/07/2019,['cadila'],suppl-5,benazepril hydrochloride,labeling,approval
81,08/07/2019,['hikma'],suppl-5,hydrochlorothiazide; irbesartan,labeling,approval
82,08/07/2019,['hikma'],suppl-8,hydrochlorothiazide; irbesartan,labeling,approval
83,08/07/2019,['reddys'],suppl-8,clopidogrel bisulfate,labeling,approval
84,08/07/2019,['reddys'],suppl-9,clopidogrel bisulfate,labeling,approval
85,08/07/2019,['reddys'],suppl-10,clopidogrel bisulfate,labeling,approval
86,08/07/2019,['reddys'],suppl-11,clopidogrel bisulfate,labeling,approval
87,08/07/2019,['reddys'],suppl-13,clopidogrel bisulfate,labeling,approval
88,08/07/2019,['reddys'],suppl-14,clopidogrel bisulfate,labeling,approval
89,08/07/2019,['centocor'],suppl-5138,abciximab,,approval
90,08/07/2019,['centocor'],suppl-5318,abciximab,,approval
91,08/07/2019,['torrent'],suppl-6,telmisartan,labeling,approval
92,08/07/2019,['bionpharma'],orig-1,omega-3-acid ethyl esters,,approval
93,08/07/2019,"['qingdao', 'baheal']",orig-1,celecoxib,,approval
94,08/07/2019,['amneal'],suppl-3,doxercalciferol,labeling,approval
95,08/07/2019,['amneal'],suppl-3,doxercalciferol,labeling,approval
96,08/07/2019,['graviti'],suppl-2,atorvastatin calcium,labeling,approval
97,08/07/2019,['graviti'],suppl-6,atorvastatin calcium,labeling,approval
98,08/07/2019,['alembic'],orig-1,bimatoprost,,tentative approval
99,08/07/2019,['vkt'],suppl-1,ranitidine hydrochloride,manufacturing (cmc),approval
100,08/08/2019,['pfizer'],suppl-17,dofetilide,labeling,approval
101,08/08/2019,['lupin'],suppl-39,simvastatin,labeling,approval
102,08/08/2019,['lupin'],suppl-43,simvastatin,labeling,approval
103,08/08/2019,['novo'],suppl-12,insulin degludec; liraglutide,,approval
104,08/08/2019,['reddys'],orig-1,exemestane,,approval
105,08/08/2019,['gland'],orig-1,zoledronic acid,,approval
106,08/08/2019,['ferring'],suppl-5,citric acid; magnesium oxide; sodium picosulfate,efficacy,approval
107,08/08/2019,['assoc'],suppl-2,potassium chloride,labeling,approval
108,08/09/2019,['organon'],suppl-72,montelukast sodium,labeling,approval
109,08/09/2019,['organon'],suppl-74,montelukast sodium,labeling,approval
110,08/09/2019,['organon'],suppl-50,montelukast sodium,labeling,approval
111,08/09/2019,['pfizer'],suppl-77,doxorubicin hydrochloride,labeling,approval
112,08/09/2019,['pfizer'],suppl-29,doxorubicin hydrochloride,labeling,approval
113,08/09/2019,['janssen'],suppl-10,bedaquiline fumarate,efficacy,approval
114,08/09/2019,"['daiichi', 'sankyo']",suppl-15,edoxaban tosylate,efficacy,approval
115,08/09/2019,['mylan'],suppl-5,vancomycin hydrochloride,labeling,approval
116,08/09/2019,['alembic'],orig-1,fenofibrate,,approval
117,08/09/2019,['unichem'],orig-1,tramadol hydrochloride,,approval
118,08/09/2019,['micro'],orig-1,levetiracetam,,approval
119,08/09/2019,['alembic'],orig-1,dorzolamide hydrochloride,,approval
120,08/12/2019,"['merck', 'dohme']",suppl-45,sitagliptin phosphate,efficacy,approval
121,08/12/2019,"['msd', 'sub', 'merck']",suppl-46,metformin hydrochloride; sitagliptin phosphate,efficacy,approval
122,08/12/2019,['organon'],suppl-26,formoterol fumarate; mometasone furoate,efficacy,approval
123,08/12/2019,['baxter'],suppl-55,doxorubicin hydrochloride,labeling,approval
124,08/12/2019,['sun'],suppl-24,temazepam,labeling,approval
125,08/12/2019,['sun'],suppl-25,temazepam,labeling,approval
126,08/12/2019,['sun'],suppl-25,temazepam,labeling,approval
127,08/12/2019,['sun'],suppl-26,temazepam,labeling,approval
128,08/12/2019,[],suppl-26,haloperidol decanoate,labeling,approval
129,08/12/2019,[],suppl-28,haloperidol decanoate,labeling,approval
130,08/12/2019,[],suppl-30,haloperidol decanoate,labeling,approval
131,08/12/2019,[],suppl-31,haloperidol decanoate,labeling,approval
132,08/12/2019,[],suppl-32,haloperidol decanoate,manufacturing (cmc),approval
133,08/12/2019,['sun'],suppl-7,temazepam,labeling,approval
134,08/12/2019,['sun'],suppl-8,temazepam,labeling,approval
135,08/12/2019,['mylan'],orig-1,lamivudine; zidovudine,,approval
136,08/12/2019,['regeneron'],suppl-60,aflibercept,,approval
137,08/12/2019,"['merck', 'dohme']",suppl-19,metformin hydrochloride; sitagliptin phosphate,efficacy,approval
138,08/12/2019,['organon'],suppl-10,mometasone furoate,efficacy,approval
139,08/12/2019,"['astrazeneca', 'ab']",suppl-12,dapagliflozin; metformin hydrochloride,manufacturing (cmc),tentative approval
140,08/12/2019,['mylan'],orig-1,halcinonide,,approval
141,08/13/2019,['lilly'],suppl-195,insulin lispro recombinant,,approval
142,08/13/2019,['lilly'],suppl-195,insulin lispro recombinant,,approval
143,08/13/2019,['lilly'],suppl-195,insulin lispro recombinant,,approval
144,08/13/2019,['lilly'],suppl-195,insulin lispro recombinant,,approval
145,08/13/2019,['watson'],suppl-59,metronidazole,labeling,approval
146,08/13/2019,['btg'],suppl-64,glucarpidase,,approval
147,08/13/2019,"['west', 'ward']",orig-1,erlotinib,,tentative approval
148,08/13/2019,['reddys'],orig-1,fesoterodine fumarate,,approval
149,08/13/2019,"['eli', 'lilly']",suppl-21,insulin lispro recombinant,,approval
150,08/13/2019,['cadila'],suppl-2,metronidazole,labeling,approval
151,08/13/2019,['cadila'],suppl-1,metronidazole,labeling,approval
152,08/13/2019,['piramal'],orig-1,rocuronium bromide,,approval
153,08/13/2019,['aurobindo'],orig-1,pilocarpine hydrochloride,,approval
154,08/14/2019,['glaxosmithkline'],suppl-59,lamotrigine,labeling,approval
155,08/14/2019,['glaxosmithkline'],suppl-52,lamotrigine,labeling,approval
156,08/14/2019,"['recordati', 'rare']",suppl-11,ibuprofen lysine,labeling,approval
157,08/14/2019,['glaxosmithkline'],suppl-25,lamotrigine,labeling,approval
158,08/14/2019,['glaxosmithkline'],suppl-23,lamotrigine,labeling,approval
159,08/14/2019,[],suppl-43,metronidazole,labeling,approval
160,08/14/2019,[],suppl-44,metronidazole,labeling,approval
161,08/14/2019,['pliva'],suppl-43,metronidazole,labeling,approval
162,08/14/2019,['pliva'],suppl-44,metronidazole,labeling,approval
163,08/14/2019,['fresenius'],suppl-4,tranexamic acid,labeling,approval
164,08/14/2019,"['pf', 'prism', 'cv']",suppl-16,bosutinib monohydrate,labeling,approval
165,08/14/2019,['unichem'],suppl-3,metronidazole,labeling,approval
166,08/14/2019,['unichem'],suppl-6,metronidazole,labeling,approval
167,08/14/2019,"['brigham', 'hosp']",suppl-2,ammonia n-13,manufacturing (cmc),approval
168,08/14/2019,['alvogen'],suppl-4,nevirapine,labeling,approval
169,08/14/2019,['alvogen'],suppl-5,nevirapine,labeling,approval
170,08/14/2019,['cipla'],suppl-1,nevirapine,labeling,approval
171,08/14/2019,['cipla'],suppl-3,nevirapine,labeling,approval
172,08/14/2019,['cipla'],suppl-5,nevirapine,labeling,approval
173,08/14/2019,['macleods'],suppl-6,nevirapine,labeling,approval
174,08/14/2019,['gland'],orig-1,esmolol hydrochloride,,approval
175,08/14/2019,['harmony'],orig-1,pitolisant hydrochloride,type 1 - new molecular entity,approval
176,08/14/2019,['novitium'],orig-1,levocarnitine,,approval
177,08/14/2019,['novitium'],orig-1,levocarnitine,,approval
178,08/14/2019,['mylan'],orig-1,pretomanid,type 1 - new molecular entity,approval
179,08/15/2019,['salix'],suppl-31,famotidine,labeling,approval
180,08/15/2019,['roche'],suppl-33,enfuvirtide,labeling,approval
181,08/15/2019,['taro'],suppl-23,amiodarone hydrochloride,labeling,approval
182,08/15/2019,['taro'],suppl-24,amiodarone hydrochloride,labeling,approval
183,08/15/2019,['taro'],suppl-28,amiodarone hydrochloride,labeling,approval
184,08/15/2019,['taro'],suppl-18,amiodarone hydrochloride,labeling,approval
185,08/15/2019,['taro'],suppl-19,amiodarone hydrochloride,labeling,approval
186,08/15/2019,['taro'],suppl-22,amiodarone hydrochloride,labeling,approval
187,08/15/2019,['mylan'],suppl-9,fenofibrate,labeling,approval
188,08/15/2019,['janssen'],suppl-12,bedaquiline fumarate,labeling,approval
189,08/15/2019,['chartwell'],orig-1,acetaminophen; oxycodone hydrochloride,,approval
190,08/15/2019,['lupin'],suppl-1,clomipramine hydrochloride,labeling,approval
191,08/15/2019,['ajanta'],suppl-2,fenofibrate,labeling,approval
192,08/15/2019,['ajanta'],suppl-3,fenofibrate,labeling,approval
193,08/15/2019,['lupin'],orig-1,hydrocortisone valerate,,approval
194,08/15/2019,['genentech'],orig-1,entrectinib,type 1 - new molecular entity,approval
195,08/15/2019,['genentech'],orig-1,entrectinib,"type 9 - new indication submitted as distinct nda, consolidated with original nda after approval",approval
196,08/16/2019,['strides'],suppl-63,methotrexate sodium,manufacturing (cmc),approval
197,08/16/2019,['organon'],suppl-70,alendronate sodium,labeling,approval
198,08/16/2019,['pharmacia'],suppl-55,pegvisomant,,approval
199,08/16/2019,['organon'],suppl-22,alendronate sodium; cholecalciferol,labeling,approval
200,08/16/2019,['novartis'],suppl-29,fingolimod hydrochloride,labeling,approval
201,08/16/2019,['novartis'],suppl-30,fingolimod hydrochloride,labeling,approval
202,08/16/2019,['hikma'],suppl-1,ampicillin sodium,labeling,approval
203,08/16/2019,"['taro', 'inds']",suppl-9,clindamycin phosphate,labeling,approval
204,08/16/2019,['perrigo'],suppl-55,acetaminophen,labeling,approval
205,08/16/2019,['aurobindo'],suppl-12,abacavir sulfate,labeling,approval
206,08/16/2019,['aurobindo'],suppl-13,abacavir sulfate,labeling,approval
207,08/16/2019,['aurobindo'],suppl-14,abacavir sulfate,labeling,approval
208,08/16/2019,['aurobindo'],suppl-9,abacavir sulfate,labeling,approval
209,08/16/2019,['bayer'],suppl-5195,interferon beta-1b,,approval
210,08/16/2019,['novartis'],suppl-67,interferon beta-1b,,approval
211,08/16/2019,['aurobindo'],suppl-5,valsartan,labeling,approval
212,08/16/2019,['aurobindo'],suppl-6,valsartan,labeling,approval
213,08/16/2019,['aurobindo'],suppl-11,valsartan,labeling,approval
214,08/16/2019,['aurobindo'],suppl-5,hydrochlorothiazide; valsartan,labeling,approval
215,08/16/2019,['aurobindo'],suppl-12,hydrochlorothiazide; valsartan,labeling,approval
216,08/16/2019,['glenmark'],suppl-1,indomethacin,labeling,approval
217,08/16/2019,['sciegen'],suppl-8,irbesartan,labeling,approval
218,08/16/2019,['yaopharma'],orig-1,duloxetine hydrochloride,,approval
219,08/16/2019,['gland'],orig-1,temsirolimus,,approval
220,08/16/2019,['apotex'],orig-1,travoprost,,tentative approval
221,08/16/2019,"['hq', 'spclt']",orig-1,meropenem,,approval
222,08/16/2019,['meitheal'],orig-1,levoleucovorin calcium,,approval
223,08/16/2019,['abbvie'],orig-1,upadacitinib,type 1 - new molecular entity,approval
224,08/16/2019,['impact'],orig-1,fedratinib hydrochloride,type 1 - new molecular entity,approval
225,08/18/2019,"['sanofi', 'aventis']",suppl-46,zolpidem tartrate,labeling,approval
226,08/18/2019,['pfizer'],suppl-16,zaleplon,labeling,approval
227,08/18/2019,['woodward'],suppl-38,eszopiclone,labeling,approval
228,08/18/2019,"['sanofi', 'aventis']",suppl-27,zolpidem tartrate,labeling,approval
229,08/18/2019,"['mylan', 'speciality']",suppl-11,zolpidem tartrate,labeling,approval
230,08/18/2019,['aytu'],suppl-12,zolpidem tartrate,labeling,approval
231,08/18/2019,['purdue'],suppl-8,zolpidem tartrate,labeling,approval
232,08/18/2019,"['g', 'l', 'welding', 'supply']",orig-1,helium,medical gas,approval
233,08/19/2019,['bausch'],suppl-8,selegiline hydrochloride,labeling,approval
234,08/19/2019,"['sun', 'inds']",suppl-28,clindamycin hydrochloride,labeling,approval
235,08/19/2019,"['sun', 'inds']",suppl-29,clindamycin hydrochloride,labeling,approval
236,08/19/2019,"['sun', 'inds']",suppl-32,clindamycin hydrochloride,labeling,approval
237,08/19/2019,"['sun', 'inds']",suppl-33,clindamycin hydrochloride,labeling,approval
238,08/19/2019,"['sun', 'inds']",suppl-44,clindamycin hydrochloride,labeling,approval
239,08/19/2019,['epic'],suppl-5,clindamycin hydrochloride,labeling,approval
240,08/19/2019,['epic'],suppl-6,clindamycin hydrochloride,labeling,approval
241,08/19/2019,['epic'],suppl-8,clindamycin hydrochloride,labeling,approval
242,08/19/2019,['epic'],suppl-9,clindamycin hydrochloride,labeling,approval
243,08/19/2019,['epic'],suppl-10,clindamycin hydrochloride,labeling,approval
244,08/19/2019,['zydus'],suppl-3,clindamycin hydrochloride,labeling,approval
245,08/19/2019,['zydus'],suppl-4,clindamycin hydrochloride,labeling,approval
246,08/19/2019,['zydus'],suppl-5,clindamycin hydrochloride,labeling,approval
247,08/19/2019,['zydus'],suppl-6,clindamycin hydrochloride,labeling,approval
248,08/19/2019,['aurobindo'],suppl-8,clindamycin hydrochloride,labeling,approval
249,08/19/2019,['aurobindo'],suppl-9,clindamycin hydrochloride,labeling,approval
250,08/19/2019,['aurobindo'],suppl-11,clindamycin hydrochloride,labeling,approval
251,08/19/2019,['aurobindo'],suppl-12,clindamycin hydrochloride,labeling,approval
252,08/19/2019,['aurobindo'],suppl-15,clindamycin hydrochloride,labeling,approval
253,08/19/2019,['mylan'],suppl-15,oxybutynin chloride,labeling,approval
